Location no.,Name,,Address 1 formatted postal,Address 2 formatted physical,phone,fax,contact,email,portfolio code,enrol FTE,Description
4661,Stirling District Kindergarten,,,"11 Avenue Road, Stirling SA 5152",(08) 8339 2384,(08) 8370 1056,Mr Gordon Combes,dl.4661.leaders@schools.sa.edu.au,12,,Preschools
4667,Stirling East Kindergarten,,,"9 Snows Road, Stirling SA 5152",(08) 8339 3181,(08) 8370 1057,Ms Catriona Catt,dl.4667.leaders@schools.sa.edu.au,12,,Preschools
6667,Stirling North Childhood Services Centre,,"PO Box 1399, Stirling North SA 5710","Quorn Road, Stirling North SA 5710",(08) 8643 6205,(08) 8643 6378,Ms Belinda McInerney,dl.6667.leaders@schools.sa.edu.au,20,,Preschools
3688,Strathalbyn Kindergarten,,,"9 Coronation Road, Strathalbyn SA 5255",(08) 8536 2078,(08) 8536 2470,Ms Linda Matthews,dl.3688.leaders@schools.sa.edu.au,13,,Preschools
3619,Strathalbyn Kindergarten Outreach,,,"1A Burkett Drive, Strathalbyn SA 5255",(08) 8536 4511,(08) 8536 4246,Mr Jakub Tuma,dl.3619.leaders@schools.sa.edu.au,13,,Preschools
6668,Streaky Bay Children's Centre,,,"Montgomerie Terrace, Streaky Bay SA 5680",(08) 8626 1160,(08) 8626 1297,Mrs Wendy Carcuro,dl.6668.leaders@schools.sa.edu.au,18,,Preschools
4161,Sturt Street Children's Centre,,,"221-239 Sturt Street, Adelaide SA 5000",(08) 8231 3100,(08) 8231 3188,Ms Anne-Marie Shin,,07,,Preschools
4663,Surrey Downs Kindergarten,,,"78 Illyarrie Avenue, Surrey Downs SA 5126",(08) 8251 2493,(08) 8289 4497,Ms Winifred Davis,dl.4663.leaders@schools.sa.edu.au,03,,Preschools
1574,Swallowcliffe Preschool,,"c/- Swallowcliffe JPS, Oldford Street, Davoren Park SA 5113","cnr Oldford St & Swallowcliffe Rd, Davoren Park SA 5113",(08) 8255 2908,(08) 8287 0559,Mr Grant Small,dl.1062.Admin@schools.sa.edu.au,04,,Preschools
6552,Swan Reach and Area Kindergarten,,"PO Box 87, Swan Reach SA 5354","Showground Road, Swan Reach SA 5354",(08) 8570 2032,(08) 8570 2174,Ms Jessica Schwarz,dl.6552.leaders@schools.sa.edu.au,01,,Preschools
5987,Taikurrendi Children and Family Centre,,,"8 Price Street, Christies Beach SA 5165",(08) 8186 1102,(08) 8384 6840,Ms Catherine Cavouras,,16,,Preschools
6554,Tailem Bend Kindergarten,,,"49 Trevena Road, Tailem Bend SA 5260",(08) 8572 3348,(08) 8572 3192,Mrs Shirley Hartman,dl.6554.leaders@schools.sa.edu.au,15,,Preschools
1622,Tantanoola Preschool,,,"Tantanoola PS, Randall Street, Tantanoola SA 5280",(08) 8734 4180,(08) 8734 4001,Mr Andrew Fewster,dl.0426.Admin@schools.sa.edu.au,14,,Preschools
2675,Tanunda Kindergarten Association,,,"MacDonnell Street, Tanunda SA 5352",(08) 8563 2796,(08) 8563 0725,Mrs Petrea Smith,dl.2675.leaders@schools.sa.edu.au,11,,Preschools
1417,The Briars Special Early Learning Centre,,,"5 Briar Road, Felixstow SA 5070",(08) 8365 9808,(08) 8365 9818,Ms Judith Candy,dl.1417.leaders@schools.sa.edu.au,08,,Preschools
1600,The Heights Preschool,,,"The Heights School, Brunel Drive, Modbury Heights SA 5092",(08) 8263 6244,(08) 8263 6072,Ms Helen Calvert,dl.1430.Admin@schools.sa.edu.au,05,,Preschools
3600,The Hub Preschool - Hub Drive,,"36 Taylors Road, Aberfoyle Park SA 5159","Hub Drive, Aberfoyle Park SA 5159",(08) 8370 6475,(08) 8270 6102,Ms Heather Heading,dl.3600.leaders@schools.sa.edu.au,16,,Preschools
3601,The Hub Preschool - Taylors Road,,,"36 Taylors Road, Aberfoyle Park SA 5159",(08) 8270 2595,(08) 8270 6103,Ms Heather Heading,dl.3601.leaders@schools.sa.edu.au,16,,Preschools
4689,The Lady George Kindergarten,,,"27A Highgate Street, Highgate SA 5063",(08) 8271 6343,(08) 8373 5734,Ms Sally Sorrell,dl.4689.leaders@schools.sa.edu.au,07,,Preschools
1789,The Pines Child Parent Centre,,"c/- The Pines JPS, PO Box 576, Salisbury South SA 5106","42 Andrew Smith Drive, Parafield Gardens SA 5107",(08) 8281 2199,(08) 8281 5858,Mrs Cherie Collings,dl.1777.Admin@schools.sa.edu.au,03,,Preschools
4670,Thorndon Park Kindergarten,,,"13 Nestor Street, Athelstone SA 5076",(08) 8336 1422,(08) 8365 5739,Ms Maggie Cooper,dl.4670.leaders@schools.sa.edu.au,08,,Preschools
1624,Tintinara Preschool,,"c/- Tintinara Area School, Box 1596, Tintinara SA 5266","37 Wendt Terrace, Tintinara SA 5266",(08) 8757 2120,(08) 8757 2187,Mr Stuart Kitto,dl.0438.Admin@schools.sa.edu.au,15,,Preschools
6551,Tinyeri Children's Centre,,"PO Box 5015, Murray Bridge SA 5253","65 Jarvis Avenue, Murray Bridge SA 5253",(08) 8531 1515,(08) 8531 1537,Ms Miriam Bjelovarac,dl.6551.leaders@schools.sa.edu.au,15,,Preschools
4619,Torrens Valley Children's Centre,,"PO Box 445, Gumeracha SA 5233","John Fisher Avenue, Gumeracha SA 5233",(08) 8389 1335,(08) 8389 1867,Ms Jayne Cook,dl.4619.leaders@schools.sa.edu.au,06,,Preschools
5618,Torrensville Preschool Centre,,,"93A Ashley Street, Torrensville SA 5031",(08) 8443 7492,(08) 8351 9745,Mrs Tracey McLaren,dl.5618.leaders@schools.sa.edu.au,10,,Preschools
1625,Trinity Gardens Children's Centre,,,"Trinity Gardens PS, 160 Portrush Road, Trinity Gardens SA 5068",(08) 8333 8557,(08) 8332 3041,Ms Rowena Tennant,dl.0474.Admin@schools.sa.edu.au,07,,Preschools
3686,Trott Park Kindergarten,,,"8 Hessing Crescent, Trott Park SA 5158",(08) 8381 5546,(08) 8322 8764,Ms Maura O'Donnell,dl.3686.leaders@schools.sa.edu.au,17,,Preschools
6670,Tumby Bay Kindergarten,,"PO Box 135, Tumby Bay SA 5605","West Terrace, Tumby Bay SA 5605",(08) 8688 2108,(08) 8688 2858,Ms Ginny McTaggart,dl.6670.leaders@schools.sa.edu.au,18,,Preschools
2676,Two Wells Community Children's Centre,,"c/- Two Wells Post Office, Two Wells SA 5501","27A Gawler Road, Two Wells SA 5501",(08) 8520 2358,(08) 8520 2387,Ms Sarah Donovan-Wormald,dl.2676.leaders@schools.sa.edu.au,11,,Preschools
4691,Unley Kindergarten,,,"47 Oxford Terrace, Unley SA 5061",(08) 8271 6623,(08) 8373 4562,Ms Ann Rieger,dl.4691.leaders@schools.sa.edu.au,07,,Preschools
4672,Vale Park Pre-school,,,"Cnr Ascot Ave & Tonkin St, Vale Park SA 5081",(08) 8261 0228,(08) 8266 6017,Ms Sharon Octoman,dl.4672.leaders@schools.sa.edu.au,07,,Preschools
2677,Valley View Kindergarten,,,"Geoffrey Avenue, Valley View SA 5093",(08) 8261 8201,(08) 8266 6019,Ms Leeane Muirhead,dl.2677.leaders@schools.sa.edu.au,06,,Preschools
3696,Victor Harbor Community Kindergarten,,,"1 Oval Street, Victor Harbor SA 5211",(08) 8552 2028,(08) 8552 8396,Chris Taylor,dl.3696.leaders@schools.sa.edu.au,13,,Preschools
1626,Virginia Preschool,,"c/- Virginia Primary School, Park Road, Virginia SA 5120","Park Road, Virginia SA 5120",(08) 8380 9292,(08) 8380 9576,Mr Ilia Tsoutouras,dl.0455.Admin@schools.sa.edu.au,05,,Preschools
6548,Waikerie Children's Centre Inc,,,"16 Marks Terrace, Waikerie SA 5330",(08) 8541 2692,(08) 8541 3126,Ms Christina Ziegler,dl.6548.leaders@schools.sa.edu.au,01,,Preschools
6640,Wallaroo Preschool Centre,,,"11 Elizabeth Street, Wallaroo SA 5556",(08) 8823 2389,(08) 8823 3781,Ms Robyn Rosenzweig,dl.6640.leaders@schools.sa.edu.au,02,,Preschools
1621,Wandana Child Parent Centre,,,"Wandana PS, 2-12 Cowra Avenue, Gilles Plains SA 5086",(08) 8261 1699,(08) 8266 2919,Ms Donna Beaney,dl.0994.Admin@schools.sa.edu.au,05,,Preschools
1787,Warooka Child Parent Centre,,"c/- Warooka Primary School, PO Box 186, Warooka SA 5577","47 Main Street, Warooka SA 5577",(08) 8854 5034,(08) 8854 5018,Mr Nick Goudge,dl.0467.Admin@schools.sa.edu.au,02,,Preschools
3698,Warradale Kindergarten,,,"Cnr Cairns Ave & Wyndham St, Warradale SA 5046",(08) 8296 1035,(08) 8358 1815,Ms Janine Ryan,dl.3698.leaders@schools.sa.edu.au,10,,Preschools
1406,Watarru Anangu Preschool,,"PMB 204, Via Alice Springs, Alice Springs NT 0870",Pipalyatjara SA 0872,(08) 8956 7881,(08) 8956 2820,Mrs Elizabeth Handy,,09,,Preschools
4610,Wattle Park Kindergarten,,,"2a Yeltana Avenue, Wattle Park SA 5066",(08) 8331 3619,(08) 8364 6892,Ms Victoria Willcox,dl.4610.leaders@schools.sa.edu.au,08,,Preschools
5652,West Beach Kindergarten,,,"13 Winston Crescent, West Beach SA 5024",(08) 8356 7081,(08) 8355 0146,Ms Bronwyn Ruciak & Ms Rose Pryor,dl.5652.leaders@schools.sa.edu.au,08,,Preschools
5653,West Lakes Kgtn & Early Childhood Centre,,,"294 Sportsmans Drive, West Lakes SA 5021",(08) 8353 1282,(08) 8355 0147,Mrs Barbara Warren,dl.5653.leaders@schools.sa.edu.au,08,,Preschools
5654,West Lakes Shore Kindergarten,,,"Edwin Street, West Lakes Shore SA 5020",(08) 8449 1189,(08) 8242 3543,Ms Angie Miller,dl.5654.leaders@schools.sa.edu.au,08,,Preschools
1619,Westport Preschool,,,"Westport PS, 53 West Street, Semaphore Park SA 5019",(08) 8341 7090,(08) 8449 1662,Ms Rebecca Huddy,dl.1203.Admin@schools.sa.edu.au,10,,Preschools
6628,Whyalla Stuart Early Childhood Centre Kgtn,,,"24 Ramsay Street, Whyalla Stuart SA 5608",(08) 8649 3173,(08) 8649 2221,Ms Lavenia Dadleh,dl.6628.leaders@schools.sa.edu.au,20,,Preschools
1628,Williamstown School-Based Preschool,,"c/- Williamstown Primary School, Queen Street, Williamstown SA 5351","15 Margaret Street, Williamstown SA 5351",(08) 8524 6289,(08) 8524 6682,Ms Julee Veljanovski,dl.0482.Admin@schools.sa.edu.au,11,,Preschools
4675,Willow Close Preschool Centre,,,"Willow Close, Mount Barker SA 5251",(08) 8391 0506,(08) 8391 3083,Mrs Beryl Barnard,dl.4675.leaders@schools.sa.edu.au,12,,Preschools
6674,Willsden Childhood Services Centre,,,"41 View Street, Port Augusta SA 5700",(08) 8642 2761,(08) 8642 6076,Ms Amanda Nunn,dl.6674.leaders@schools.sa.edu.au,20,,Preschools
3699,Willunga Preschool,,,"Station Road, Willunga SA 5172",(08) 8556 2488,(08) 8556 4257,Ms Rita MacFarlane,dl.3699.leaders@schools.sa.edu.au,12,,Preschools
6675,Wilmington Kindergarten,,"PO Box 207, Wilmington SA 5485","30 Horrocks Highway, Wilmington SA 5485",(08) 8667 5115,(08) 8667 5304,Ms Nicole Lock,dl.6675.leaders@schools.sa.edu.au,19,,Preschools
6676,Win Newby Kindergarten,,"PO Box 2303, Whyalla Norrie SA 5608","Ring Street, Whyalla Norrie SA 5608",(08) 8645 7959,(08) 8645 7731,Ms Candice Clark,dl.6676.leaders@schools.sa.edu.au,20,,Preschools
3625,Woodcroft Heights Children's Centre,,,"25 Investigator Drive, Woodcroft SA 5162",(08) 8381 8005,(08) 8387 4791,Ms Marian Nayda,dl.3625.leaders@schools.sa.edu.au,17,,Preschools
3689,Woodend Children's Centre,,,"20 Bathbank Crescent, Sheidow Park SA 5158",(08) 8322 1069,(08) 8322 8756,Ms Emmy Kiriakou,dl.3689.leaders@schools.sa.edu.au,17,,Preschools
4676,Woodside Preschool Playcentre,,,"12 Moffett Street, Woodside SA 5244",(08) 8389 7103,(08) 8389 9263,Ms Robyn Herringer,dl.4676.leaders@schools.sa.edu.au,06,,Preschools
1205,Woodville Gardens School B-7 Children's Centre,,,"Ridley Grove, Woodville Gardens SA 5012",(08) 8414 8688,(08) 8414 8690,Ms Ashley Christie-Ling,dl.1904.Admin@schools.sa.edu.au,09,,Preschools
5657,Woodville West Kindergarten,,,"22A Lawton Crescent, Woodville West SA 5011",(08) 8345 4525,(08) 8268 3084,Ms Michelle Swincer,woodwest.kgn425@schools.sa.edu.au,09,,Preschools
6679,Woomera Child Parent Centre,,"c/- Woomera AS, PO Box 193, Woomera SA 5720","Dewrang Avenue, Woomera SA 5720",(08) 8673 7287,(08) 8673 7005,Mr Joseph Brooks,dl.0746.Admin@schools.sa.edu.au,20,,Preschools
6680,Wudinna RSL Memorial Kindergarten,,"PO Box 261, Wudinna SA 5652","Oswald Street, Wudinna SA 5652",(08) 8680 2252,(08) 8680 2474,Ms Beck Sampson,dl.6680.leaders@schools.sa.edu.au,18,,Preschools
1839,Wynn Vale Child Parent Centre,,,"Wynn Vale PS, 17-19 Sunnybrook Drive, Wynn Vale SA 5127",(08) 8289 0270,(08) 8289 1696,Mrs Gael Little,dl.0533.Admin@schools.sa.edu.au,05,,Preschools
4680,Wynn Vale Community House Kindergarten,,,"32 Park Lake Drive, Wynn Vale SA 5127",(08) 8289 0139,(08) 8289 4513,Mrs Janet Rae,dl.4680.leaders@schools.sa.edu.au,05,,Preschools
1629,Yalata Child Parent Centre,,"c/- Yalata Anangu School, PMB 22, via Ceduna SA 5690",Yalata SA 5690,(08) 8625 6280,(08) 8625 6296,Mr Bob Sim,dl.0999.Admin@schools.sa.edu.au,09,,Preschools
3627,Yankalilla Community Children's Centre,,,"208-210 Main South Road, Yankalilla SA 5203",(08) 8558 2387,(08) 8558 3756,Ms Cathy Tozer,dl.3627.leaders@schools.sa.edu.au,13,,Preschools
6647,Yorketown Community Children's Centre,,"PO Box 32, Yorketown SA 5576","27A Stansbury Road, Yorketown SA 5576",(08) 8852 1780,(08) 8852 1513,Mr David Elder,dl.6647.leaders@schools.sa.edu.au,02,,Preschools
,,,,,,,,,,,
0536,Aberfoyle Hub R-7 School,,,"29 Jeanette Crescent, Aberfoyle Park SA 5159",(08) 8270 5055,(08) 8370 5763,Ms Julie Gallaher,dl.0536.Admin@schools.sa.edu.au,16,356,Primary Schools
0980,Airdale Primary School,,,"Anzac Road, Port Pirie SA 5540",(08) 8632 3748,(08) 8632 5096,Mr Geoff Saunders,dl.0980.Admin@schools.sa.edu.au,19,113,Primary Schools
0202,Alberton Primary School,,,"14 Broad Street, Queenstown SA 5014",(08) 8447 1924,(08) 8447 6448,Mr Andrew Plastow,dl.0202.Admin@schools.sa.edu.au,10,257,Primary Schools
0210,Aldgate Primary School,,,"3 Fairview Road, Aldgate SA 5154",(08) 8339 2377,(08) 8339 4308,Mr Kevin Kennedy,dl.0210.Admin@schools.sa.edu.au,12,246,Primary Schools
0222,Aldinga Beach B-7 School,,,"Quinliven Road, Aldinga SA 5173",(08) 8556 5060,(08) 8556 5810,Ms Lyn Langeluddecke,dl.0222.Admin@schools.sa.edu.au,12,683.5,Primary Schools
0473,Allenby Gardens Primary School,,,"Barham Street, Allenby Gardens SA 5009",(08) 8346 1541,(08) 8340 3239,Ms Sue Le Poidevin,dl.0473.Admin@schools.sa.edu.au,09,433.3,Primary Schools
0509,Andamooka Primary School,,"PO Box 9, Andamooka SA 5722",Andamooka SA 5722,(08) 8672 7018,(08) 8672 7197,Ms Angela Turner,dl.0509.Admin@schools.sa.edu.au,20,26,Primary Schools
0242,Angaston Primary School,,,"5 Moculta Road, Angaston SA 5353",(08) 8564 2215,(08) 8564 3059,Mr Samuel Lawrence,dl.0242.Admin@schools.sa.edu.au,11,265,Primary Schools
0255,Angle Vale Primary School,,,"Heaslip Road, Angle Vale SA 5117",(08) 8284 7222,(08) 8284 7640,Ms Robyn O'Dea,dl.0255.Admin@schools.sa.edu.au,04,406,Primary Schools
1540,Ardtornish Primary School,,,"2 Saarinen Avenue, St Agnes SA 5097",(08) 8264 8099,(08) 8396 0886,Mr Mark Hansen,dl.1540.Admin@schools.sa.edu.au,04,456,Primary Schools
0340,Ascot Park Primary School,,,"1-37 Pildappa Avenue, Park Holme SA 5043",(08) 8276 3055,(08) 8277 9007,Mr Greg Cox,dl.0340.Admin@schools.sa.edu.au,16,155,Primary Schools
0419,Athelstone School,,,"8 Brookside Road, Athelstone SA 5076",(08) 8337 3757,(08) 8337 0030,Mr Tim McLeod,dl.0419.Admin@schools.sa.edu.au,08,329,Primary Schools
0425,Auburn Primary School,,"PO Box 27, Auburn SA 5451","St Vincent Street, Auburn SA 5451",(08) 8849 2112,(08) 8849 2054,Mr Mark Vincent,dl.0425.Admin@schools.sa.edu.au,02,48,Primary Schools
0990,Augusta Park Primary School,,,"59 Power Crescent, Port Augusta SA 5700",(08) 8642 3599,(08) 8642 3934,Ms Fiona Voigt,dl.0990.Admin@schools.sa.edu.au,20,284,Primary Schools
0477,Balaklava Primary School,,"PO Box 108, Balaklava SA 5461","Wallace Street, Balaklava SA 5461",(08) 8862 1660,(08) 8862 1009,Ms Tricia Joseph,dl.0477.Admin@schools.sa.edu.au,11,237,Primary Schools
1015,Banksia Park Primary School,,,"1-5 Cottenham Road, Banksia Park SA 5091",(08) 8264 2114,(08) 8264 5384,Ms Jan Carey,dl.1015.Admin@schools.sa.edu.au,03,193,Primary Schools
0506,Barmera Primary School,,,"1 Rumbold Drive, Barmera SA 5345",(08) 8588 2198,(08) 8588 3008,Mr Terry Wheeldon,dl.0506.Admin@schools.sa.edu.au,01,255,Primary Schools
0511,Basket Range Primary School,,,"16 Cramond Road, Basket Range SA 5138",(08) 8390 3466,(08) 8390 1062,Ms Karen Church,dl.0511.Admin@schools.sa.edu.au,12,38,Primary Schools
0519,Beachport Primary School,,,"Golf Course Road, Beachport SA 5280",(08) 8735 8124,(08) 8735 8228,Ms Paula Tsernjavski,dl.0519.Admin@schools.sa.edu.au,14,51,Primary Schools
0524,Belair Primary School,,,"45-83 Main Road, Belair SA 5052",(08) 8370 3733,(08) 8370 2651,Ms Susan Copeland,dl.0524.Admin@schools.sa.edu.au,13,560,Primary Schools
1136,Bellevue Heights Primary School,,,"7-19 Vaucluse Crescent, Bellevue Heights SA 5050",(08) 8278 7182,(08) 8370 2671,Mr Vince Mulkerin,dl.1136.Admin@schools.sa.edu.au,13,219,Primary Schools
0532,Berri Primary School,,,"11 Sultana Street, Berri SA 5343",(08) 8582 1077,(08) 8582 3206,Ms Judith Howie,dl.0532.Admin@schools.sa.edu.au,01,336,Primary Schools
0547,Birdwood Primary School,,,"Shannon Street, Birdwood SA 5234",(08) 8568 5329,(08) 8568 5284,Mr Brenton Conradi,dl.0547.Admin@schools.sa.edu.au,06,234,Primary Schools
0548,Black Forest Primary School,,,"679 South Road, Black Forest SA 5035",(08) 8293 1204,(08) 8293 1673,Ms Linda Weetra,dl.0548.Admin@schools.sa.edu.au,07,503,Primary Schools
0565,Blackwood Primary School,,,"4 Seymour Street, Eden Hills SA 5050",(08) 8278 5355,(08) 8370 2602,Mr Phil Garner,dl.0565.Admin@schools.sa.edu.au,13,253,Primary Schools
1903,Blair Athol North School B-7,,,"Marmion Avenue, Blair Athol SA 5084",(08) 8168 0700,(08) 8168 0777,Ms Lee Sansom,dl.1903.Admin@schools.sa.edu.au,05,398,Primary Schools
1854,Blakeview Primary School,,,"Omega Drive, Blakeview SA 5114",(08) 8254 7555,(08) 8254 8086,Ms Sallyann Geddes,dl.1854.Admin@schools.sa.edu.au,06,532,Primary Schools
0571,Blanchetown Primary School,,,"Godley Street, Blanchetown SA 5357",(08) 8540 5041,(08) 8540 5115,Mr Matthew Kerslake,dl.0571.Admin@schools.sa.edu.au,01,16,Primary Schools
0586,Blyth Primary School,,"PO Box 18, Blyth SA 5462","August Street, Blyth SA 5462",(08) 8844 5195,(08) 8844 5021,Mrs Dzintra Richards,dl.0586.Admin@schools.sa.edu.au,02,51,Primary Schools
0600,Booborowie Primary School,,,"South Terrace, Booborowie SA 5417",(08) 8893 2241,(08) 8893 2234,Ms Cathy O'Dea,dl.0600.Admin@schools.sa.edu.au,19,17,Primary Schools
0733,Bordertown Primary School,,,"South Terrace, Bordertown SA 5268",(08) 8752 1888,(08) 8752 1192,Ms Shelley Cameron,dl.0733.Admin@schools.sa.edu.au,15,371,Primary Schools
1163,Braeview School R-7,,,"1A Montana Drive, Happy Valley SA 5159",(08) 8381 2966,(08) 8381 2388,Mr David King,dl.1163.Admin@schools.sa.edu.au,16,453,Primary Schools
0983,Brahma Lodge Primary School,,,"20 Mortess Street, Brahma Lodge SA 5109",(08) 8258 2929,(08) 8281 5849,Mr Graham Wood,dl.0983.Admin@schools.sa.edu.au,04,179,Primary Schools
0636,Bridgewater Primary School,,,"46 Morella Grove, Bridgewater SA 5155",(08) 8339 1600,(08) 8339 2167,Ms Barb Jenkins,dl.0636.Admin@schools.sa.edu.au,12,163,Primary Schools
0637,Brighton Primary School,,,"1 Highet Avenue, Brighton SA 5048",(08) 8296 3614,(08) 8296 7180,Ms Judith Allen,dl.0637.Admin@schools.sa.edu.au,10,623,Primary Schools
0752,Brinkworth Primary School,,"PO Box 91, Brinkworth SA 5464","Main Street, Brinkworth SA 5464",(08) 8846 2132,(08) 8846 2021,Ms Heather Grace,dl.0752.Admin@schools.sa.edu.au,02,28,Primary Schools
0646,Brompton Primary School,,,"Napier Street, Renown Park SA 5008",(08) 8346 3701,(08) 8340 3241,Mr Tyson Grinham,dl.0646.Admin@schools.sa.edu.au,09,167,Primary Schools
0699,Burnside Primary School,,,"11 High Street, Burnside SA 5066",(08) 8331 7512,(08) 8431 5426,Ms Sharon Broadbent,dl.0699.Admin@schools.sa.edu.au,08,745,Primary Schools
1844,Burton Primary School,,,"49A Kensington Way, Burton SA 5110",(08) 8280 6277,(08) 8280 6311,Ms Alison Lynch,dl.1844.Admin@schools.sa.edu.au,05,398,Primary Schools
0702,Bute Primary School,,"c/- Post Office, Bute SA 5560","Third Street, Bute SA 5560",(08) 8826 2060,(08) 8826 2027,Mr Bob Scott,dl.0702.Admin@schools.sa.edu.au,02,46,Primary Schools
0704,Cadell Primary School,,"PMB 20, Waikerie SA 5330","415 Cadell Valley Road, Cadell SA 5321",(08) 8540 3291,(08) 8540 3317,Ms Susan Billett,dl.0704.Admin@schools.sa.edu.au,01,29.6,Primary Schools
0705,Callington Primary School,,"c/- Post Office, Callington SA 5254","North Terrace, Callington SA 5254",(08) 8538 5046,(08) 8538 5108,Ms Marie-Louise Adams,dl.0705.Admin@schools.sa.edu.au,12,77,Primary Schools
0714,Challa Gardens Primary School,,,"Humphries Terrace, Kilkenny SA 5009",(08) 8445 1194,(08) 8445 1968,Ms Amelia Angelakis,dl.0714.Admin@schools.sa.edu.au,09,358,Primary Schools
1019,Christie Downs Primary School,,,"Elizabeth Road, Christie Downs SA 5164",(08) 8382 3266,(08) 8382 2205,Ms Gail Evans,dl.1019.Admin@schools.sa.edu.au,16,271.8,Primary Schools
0921,Christies Beach Primary School,,,"46 Maturin Avenue, Christies Beach SA 5165",(08) 8382 1511,(08) 8382 9648,Mr Ian Filer,dl.0921.Admin@schools.sa.edu.au,16,366,Primary Schools
0952,Clapham Primary School,,,"Barretts Road, Clapham SA 5062",(08) 8276 5633,(08) 8374 0675,Mr Grant Ind,dl.0952.Admin@schools.sa.edu.au,13,264,Primary Schools
0719,Clare Primary School,,"PO Box 233, Clare SA 5453","137 Main North Road, Clare SA 5453",(08) 8842 2433,(08) 8842 2129,Mrs Anne Schilling,dl.0719.Admin@schools.sa.edu.au,02,238,Primary Schools
0720,Clarendon Primary School,,"c/- Post Office, Clarendon SA 5157","Potter Road, Clarendon SA 5157",(08) 8383 6110,(08) 8383 6453,Mr Josh Anderson,dl.0720.Admin@schools.sa.edu.au,12,72,Primary Schools
0932,Clovelly Park Primary School,,,"1 Renown Place, Clovelly Park SA 5042",(08) 8276 5366,(08) 8374 3301,Ms Julie Bishop,dl.0932.Admin@schools.sa.edu.au,16,389,Primary Schools
0721,Cobdogla Primary School,,"PO Box 3669, Cobdogla SA 5346","Dolan Street, Cobdogla SA 5346",(08) 8588 7131,(08) 8588 7154,Mr Trevor Broughton,dl.0721.Admin@schools.sa.edu.au,01,79,Primary Schools
0723,Colonel Light Gardens Primary School,,,"Windsor Avenue, Colonel Light Gardens SA 5041",(08) 8276 1523,(08) 8374 1038,Ms Sue Woollard,dl.0723.Admin@schools.sa.edu.au,13,629,Primary Schools
0724,Compton Primary School,,"PO Box 430, Mount Gambier SA 5290","13 Compton Hall Road, Suttontown SA 5291",(08) 8725 1723,(08) 8725 0110,Mrs Sandy Mullen,dl.0724.Admin@schools.sa.edu.au,14,104,Primary Schools
0730,Coonalpyn Primary School,,"PO Box B932, Coonalpyn SA 5265","4 Coombe Terrace, Coonalpyn SA 5265",(08) 8571 1019,(08) 8571 1284,Ms Margret Elvey,dl.0730.Admin@schools.sa.edu.au,15,37,Primary Schools
0323,Coorara Primary School,,,"Taylors Avenue, Morphett Vale SA 5162",(08) 8325 2066,(08) 8325 1750,Ms Rebecca Read,dl.0323.Admin@schools.sa.edu.au,17,237,Primary Schools
